transaction_id,user_id,timestamp,amount,merchant,merchant_category,location,latitude,longitude,device_type
TXN001106,U00001,2024-03-22T22:47:00,1.0,Target,Retail,Seattle,47.7342,-122.4242,mobile_android
TXN000288,U00049,2024-03-23T08:35:00,77.62,Planet Fitness,Health & Fitness,San Antonio,29.3755,-98.348,mobile_ios
TXN001513,U00072,2024-03-23T10:35:00,80.07,Apple Store,Electronics,Austin,30.1342,-97.6877,mobile_android
TXN000896,U00036,2024-03-23T11:53:00,148.06,Uber,Transportation,Philadelphia,39.9847,-75.262,mobile_android
TXN000732,U00013,2024-03-23T14:32:00,188.8,Uber,Transportation,Dallas,32.7323,-96.7664,desktop_chrome
TXN001729,U00054,2024-03-23T19:13:00,225.8,McDonald's,Food & Beverage,Houston,29.7188,-95.2903,tablet_ios
TXN001358,U00025,2024-03-23T20:23:00,92.27,Best Buy,Electronics,Denver,39.8516,-105.0877,mobile_ios
TXN000639,U00040,2024-03-23T20:54:00,213.32,Apple Store,Electronics,Miami,25.9046,-80.2027,desktop_safari
TXN002069,U00024,2024-03-23T22:00:00,2566.37,CryptoExchange Pro,Cryptocurrency,London,51.4963,-0.0844,emulator_android
TXN000534,U00020,2024-03-24T10:11:00,91.86,Uber,Transportation,New York,40.6887,-74.0631,mobile_android
TXN000464,U00032,2024-03-24T18:53:00,217.86,Grubhub,Food Delivery,Austin,30.1834,-97.8693,desktop_chrome
TXN000665,U00037,2024-03-24T19:46:00,206.64,Apple Store,Electronics,Phoenix,33.3403,-112.0478,desktop_chrome
TXN000136,U00043,2024-03-24T20:41:00,277.32,Airbnb,Travel,Houston,29.826,-95.5156,mobile_android
TXN001079,U00039,2024-03-25T12:22:00,265.31,Venmo,Transfer,New York,40.7073,-73.9953,mobile_android
TXN000749,U00056,2024-03-25T16:47:00,249.33,Netflix,Entertainment,New York,40.7919,-74.1106,unknown_device
TXN002000,U00003,2024-03-25T17:58:00,45.12,Uber,Transportation,San Francisco,37.85,-122.4207,desktop_safari
TXN000198,U00046,2024-03-26T07:36:00,176.27,Planet Fitness,Health & Fitness,Seattle,47.6594,-122.3622,tablet_ios
TXN001141,U00009,2024-03-26T11:21:00,108.75,Spotify,Entertainment,San Diego,32.6083,-117.3073,desktop_chrome
TXN001084,U00070,2024-03-26T18:13:00,302.1,Target,Retail,San Diego,32.6286,-117.2538,mobile_android
TXN001304,U00003,2024-03-27T06:13:00,44.35,Uber,Transportation,San Francisco,37.763,-122.3062,desktop_safari
TXN000427,U00079,2024-03-27T07:23:00,1.0,Amazon,E-commerce,Los Angeles,34.0987,-118.101,mobile_android
TXN000897,U00051,2024-03-27T08:42:00,104.5,Venmo,Transfer,San Antonio,29.4773,-98.5976,desktop_safari
TXN001240,U00029,2024-03-27T15:58:00,299.2,DoorDash,Food Delivery,Seattle,47.7528,-122.2561,mobile_ios
TXN001537,U00054,2024-03-27T17:54:00,235.26,Netflix,Entertainment,Houston,29.668,-95.4357,desktop_safari
TXN000943,U00060,2024-03-27T20:07:00,179.7,Amazon,E-commerce,New York,40.7616,-74.0837,mobile_android
TXN000929,U00001,2024-03-27T21:00:00,148.09,Starbucks,Food & Beverage,Seattle,47.4772,-122.2732,mobile_android
TXN001533,U00062,2024-03-28T06:37:00,122.13,McDonald's,Food & Beverage,Houston,29.9067,-95.4111,desktop_chrome
TXN000739,U00048,2024-03-28T09:00:00,204.03,Spotify,Entertainment,Austin,30.3492,-97.6146,desktop_safari
TXN000930,U00056,2024-03-28T11:23:00,276.78,Grubhub,Food Delivery,New York,40.774,-74.0966,desktop_safari
TXN000884,U00002,2024-03-28T16:55:00,54.77,Airbnb,Travel,New York,40.6801,-73.8591,tablet_ios
TXN000971,U00070,2024-03-28T19:42:00,218.52,Apple Store,Electronics,San Diego,32.6402,-117.2973,mobile_android
TXN001958,U00055,2024-03-29T13:16:00,362.7,Apple Store,Electronics,San Diego,32.8182,-117.27,desktop_safari
TXN001096,U00050,2024-03-29T18:57:00,264.13,Marriott Hotels,Travel,Denver,39.7444,-105.0091,tablet_ios
TXN001842,U00025,2024-03-30T12:06:00,1.0,Grubhub,Food Delivery,Denver,39.841,-104.8982,mobile_android
TXN000019,U00054,2024-03-30T12:08:00,143.3,Netflix,Entertainment,Houston,29.7697,-95.2458,mobile_ios
TXN000032,U00003,2024-03-30T14:03:00,229.13,McDonald's,Food & Beverage,San Francisco,37.8474,-122.4116,desktop_safari
TXN000450,U00069,2024-03-30T15:22:00,182.68,Amazon,E-commerce,Phoenix,33.5004,-112.0778,tablet_ios
TXN000133,U00005,2024-03-30T19:56:00,74.32,Walmart,Retail,Austin,30.3974,-97.8822,desktop_chrome
TXN001535,U00009,2024-03-31T10:39:00,96.28,Grubhub,Food Delivery,San Diego,32.7689,-117.0361,mobile_android
TXN001025,U00036,2024-03-31T14:01:00,218.91,Best Buy,Electronics,Philadelphia,39.9998,-75.0548,mobile_android
TXN001142,U00003,2024-03-31T14:56:00,195.36,Spotify,Entertainment,San Francisco,37.6761,-122.3413,desktop_safari
TXN001501,U00043,2024-03-31T18:52:00,261.65,Target,Retail,Houston,29.7219,-95.2685,mobile_android
TXN000446,U00002,2024-03-31T19:31:00,45.29,Delta Airlines,Travel,New York,40.8615,-73.9012,desktop_chrome
TXN001254,U00015,2024-03-31T20:20:00,250.04,Starbucks,Food & Beverage,Los Angeles,33.9363,-118.1846,desktop_chrome
TXN000056,U00010,2024-03-31T21:29:00,251.53,Walmart,Retail,Miami,25.816,-80.0772,mobile_android
TXN001727,U00043,2024-03-31T23:41:00,234.95,Target,Retail,Houston,29.6147,-95.3909,mobile_android
TXN000961,U00061,2024-04-01T07:07:00,112.29,Starbucks,Food & Beverage,Los Angeles,34.0802,-118.1028,desktop_chrome
TXN001105,U00002,2024-04-01T07:07:00,56.39,Netflix,Entertainment,New York,40.8609,-74.0108,desktop_chrome
TXN001327,U00054,2024-04-01T11:25:00,141.28,Amazon,E-commerce,Houston,29.7499,-95.495,desktop_safari
TXN000631,U00059,2024-04-01T18:23:00,175.97,Netflix,Entertainment,Denver,39.7265,-105.0821,mobile_ios
TXN001465,U00069,2024-04-01T18:39:00,192.73,Delta Airlines,Travel,Phoenix,33.3212,-112.196,tablet_ios
TXN000982,U00050,2024-04-02T17:51:00,298.8,Amazon,E-commerce,Denver,39.7323,-105.102,tablet_ios
TXN001231,U00026,2024-04-02T20:00:00,124.33,Planet Fitness,Health & Fitness,San Francisco,37.6611,-122.4904,desktop_chrome
TXN000530,U00015,2024-04-02T23:08:00,164.23,Steam Games,Entertainment,Los Angeles,34.0263,-118.2584,mobile_android
TXN001976,U00056,2024-04-03T12:47:00,260.54,Starbucks,Food & Beverage,New York,40.8529,-73.9551,mobile_android
TXN000322,U00072,2024-04-03T16:41:00,106.25,Venmo,Transfer,Austin,30.1839,-97.8261,mobile_android
TXN001649,U00044,2024-04-03T21:23:00,172.61,Delta Airlines,Travel,Miami,25.7292,-80.1267,mobile_ios
TXN000412,U00075,2024-04-03T22:16:00,8.15,Delta Airlines,Travel,Austin,30.3345,-97.7903,mobile_ios
TXN001743,U00042,2024-04-04T08:55:00,145.55,Best Buy,Electronics,San Diego,32.8451,-117.1302,mobile_android
TXN001749,U00022,2024-04-04T09:40:00,93.48,Shell,Gas Station,Denver,39.7303,-104.9217,mobile_android
TXN001754,U00074,2024-04-04T09:42:00,1.0,Walmart,Retail,Los Angeles,33.9419,-118.3816,tablet_ios
TXN001935,U00046,2024-04-04T13:40:00,298.62,Spotify,Entertainment,Seattle,47.5745,-122.4638,desktop_safari
TXN001339,U00003,2024-04-04T14:46:00,70.39,Spotify,Entertainment,San Francisco,37.876,-122.4394,desktop_safari
TXN000684,U00026,2024-04-04T17:01:00,203.29,Spotify,Entertainment,San Francisco,37.6686,-122.3455,desktop_chrome
TXN000640,U00052,2024-04-04T17:40:00,162.62,Best Buy,Electronics,San Francisco,37.8361,-122.569,tablet_ios
TXN001217,U00005,2024-04-04T22:55:00,93.23,Apple Store,Electronics,Austin,30.2912,-97.8805,desktop_safari
TXN001547,U00011,2024-04-05T08:45:00,1.0,Venmo,Transfer,Denver,39.5904,-104.9028,desktop_safari
TXN000373,U00010,2024-04-05T11:47:00,289.4,Steam Games,Entertainment,Miami,25.7249,-80.2132,mobile_android
TXN001100,U00046,2024-04-05T13:41:00,185.74,Shell,Gas Station,Seattle,47.5453,-122.3215,desktop_safari
TXN001810,U00006,2024-04-05T18:50:00,322.73,DoorDash,Food Delivery,Los Angeles,34.1185,-118.283,desktop_chrome
TXN001551,U00010,2024-04-06T11:54:00,176.39,Target,Retail,Miami,25.8386,-80.2735,mobile_android
TXN000307,U00012,2024-04-06T20:13:00,143.98,Amazon,E-commerce,Miami,25.834,-80.114,mobile_ios
TXN001129,U00050,2024-04-06T21:06:00,265.27,Marriott Hotels,Travel,Denver,39.6518,-104.9631,desktop_safari
TXN001635,U00028,2024-04-06T21:30:00,45.56,Venmo,Transfer,Phoenix,33.3626,-112.1723,mobile_android
TXN000816,U00067,2024-04-06T21:32:00,181.57,DoorDash,Food Delivery,Seattle,47.4923,-122.2012,desktop_chrome
TXN001058,U00040,2024-04-06T23:12:00,325.37,Apple Store,Electronics,Miami,25.6838,-80.3163,mobile_android
TXN000677,U00029,2024-04-06T23:39:00,214.41,McDonald's,Food & Beverage,Seattle,47.7056,-122.3244,desktop_safari
TXN000329,U00068,2024-04-07T06:43:00,192.24,Grubhub,Food Delivery,Boston,42.3981,-71.1343,desktop_safari
TXN000612,U00057,2024-04-07T10:02:00,232.43,CVS Pharmacy,Healthcare,Miami,25.6193,-80.0429,mobile_ios
TXN000874,U00036,2024-04-07T10:54:00,57.45,Best Buy,Electronics,Philadelphia,40.0245,-75.0415,mobile_android
TXN000863,U00017,2024-04-07T12:34:00,55.68,Netflix,Entertainment,Houston,29.8187,-95.4244,tablet_ios
TXN000740,U00027,2024-04-07T14:18:00,172.06,Spotify,Entertainment,San Diego,32.714,-117.272,mobile_ios
TXN001850,U00019,2024-04-07T22:20:00,256.07,Starbucks,Food & Beverage,San Diego,32.6668,-117.034,desktop_safari
TXN000067,U00063,2024-04-08T13:08:00,80.19,Marriott Hotels,Travel,Phoenix,33.3215,-111.9707,mobile_ios
TXN001095,U00051,2024-04-08T18:53:00,156.27,Venmo,Transfer,San Antonio,29.5145,-98.4702,mobile_android
TXN000835,U00048,2024-04-08T20:00:00,170.56,Delta Airlines,Travel,Austin,30.3401,-97.6656,desktop_safari
TXN000674,U00066,2024-04-09T11:48:00,141.47,Starbucks,Food & Beverage,San Diego,32.7453,-117.261,desktop_chrome
TXN001825,U00053,2024-04-09T11:52:00,152.99,Marriott Hotels,Travel,Houston,29.8929,-95.3378,desktop_chrome
TXN001480,U00021,2024-04-09T13:38:00,1019.85,Planet Fitness,Health & Fitness,San Antonio,29.5017,-98.5898,desktop_safari
TXN000842,U00051,2024-04-09T16:05:00,152.95,Venmo,Transfer,San Antonio,29.5712,-98.5759,desktop_safari
TXN000393,U00009,2024-04-09T16:31:00,33.06,Spotify,Entertainment,San Diego,32.6642,-117.1133,mobile_android
TXN000894,U00052,2024-04-09T18:02:00,191.94,Walmart,Retail,San Francisco,37.7001,-122.3567,desktop_safari
TXN001668,U00068,2024-04-10T07:24:00,145.35,Starbucks,Food & Beverage,Boston,42.2245,-71.1403,desktop_chrome
TXN000843,U00032,2024-04-10T11:21:00,190.54,Delta Airlines,Travel,Austin,30.1361,-97.7055,desktop_chrome
TXN001091,U00015,2024-04-10T21:07:00,220.13,Spotify,Entertainment,Los Angeles,34.1925,-118.1195,tablet_ios
TXN000797,U00052,2024-04-11T15:05:00,177.56,Walmart,Retail,San Francisco,37.7861,-122.4524,tablet_ios
TXN000265,U00017,2024-04-11T18:23:00,35.03,Target,Retail,Houston,29.7995,-95.3264,mobile_ios
TXN001586,U00006,2024-04-12T07:13:00,308.46,DoorDash,Food Delivery,Los Angeles,34.077,-118.3916,desktop_chrome
TXN000096,U00063,2024-04-12T09:08:00,1.0,Uber,Transportation,Phoenix,33.434,-111.9544,mobile_android
TXN001282,U00025,2024-04-12T09:34:00,64.16,Target,Retail,Denver,39.6885,-105.122,desktop_safari
TXN000072,U00021,2024-04-12T10:55:00,136.56,DoorDash,Food Delivery,San Antonio,29.2898,-98.4994,desktop_safari
TXN001171,U00070,2024-04-12T21:30:00,245.58,Target,Retail,San Diego,32.6525,-117.2811,mobile_android
TXN001267,U00059,2024-04-13T09:16:00,221.49,Best Buy,Electronics,Denver,39.7306,-105.0529,mobile_ios
TXN001602,U00062,2024-04-13T14:01:00,175.46,McDonald's,Food & Beverage,Houston,29.692,-95.2582,tablet_ios
TXN000789,U00016,2024-04-13T20:26:00,166.72,CVS Pharmacy,Healthcare,Austin,30.1908,-97.6504,desktop_chrome
TXN000144,U00065,2024-04-13T23:09:00,174.95,Marriott Hotels,Travel,Miami,25.7101,-80.1857,tablet_ios
TXN001654,U00055,2024-04-14T07:57:00,189.97,Spotify,Entertainment,San Diego,32.5687,-117.2098,desktop_safari
TXN001168,U00032,2024-04-14T09:30:00,225.01,DoorDash,Food Delivery,Austin,30.367,-97.76,desktop_chrome
TXN000752,U00012,2024-04-14T15:11:00,1.0,Shell,Gas Station,Miami,25.8367,-80.095,desktop_chrome
TXN001927,U00070,2024-04-14T16:35:00,104.49,Target,Retail,San Diego,32.6457,-117.2745,mobile_android
TXN000165,U00041,2024-04-14T17:20:00,2873.28,Best Buy,Electronics,Miami,25.6254,-80.0826,desktop_safari
TXN001027,U00035,2024-04-14T18:09:00,283.14,Steam Games,Entertainment,Boston,42.2796,-70.991,desktop_chrome
TXN000421,U00051,2024-04-14T19:35:00,232.69,Planet Fitness,Health & Fitness,San Antonio,29.3277,-98.4759,desktop_safari
TXN000437,U00034,2024-04-15T13:12:00,351.68,Amazon,E-commerce,San Francisco,37.8758,-122.4626,mobile_android
TXN000817,U00036,2024-04-15T13:53:00,122.99,Best Buy,Electronics,Philadelphia,40.0543,-75.1413,mobile_android
TXN000206,U00028,2024-04-15T14:48:00,24.8,Apple Store,Electronics,Phoenix,33.4716,-111.9841,mobile_android
TXN001758,U00019,2024-04-15T18:22:00,268.33,Venmo,Transfer,San Diego,32.8267,-117.0537,desktop_safari
TXN001617,U00048,2024-04-16T15:27:00,177.12,Netflix,Entertainment,Austin,30.3078,-97.7151,desktop_safari
TXN001103,U00047,2024-04-16T18:06:00,331.38,Spotify,Entertainment,Denver,39.8278,-105.0162,mobile_android
TXN000893,U00033,2024-04-16T22:02:00,364.52,Delta Airlines,Travel,Austin,30.1252,-97.7014,desktop_chrome
TXN001204,U00071,2024-04-17T09:23:00,269.41,McDonald's,Food & Beverage,Boston,42.455,-71.1663,desktop_safari
TXN000973,U00066,2024-04-17T09:42:00,182.5,Starbucks,Food & Beverage,San Diego,32.6368,-117.2547,desktop_chrome
TXN000455,U00011,2024-04-17T11:25:00,22.11,Venmo,Transfer,Denver,39.6179,-104.8593,mobile_ios
TXN001779,U00026,2024-04-17T12:08:00,134.0,McDonald's,Food & Beverage,San Francisco,37.7632,-122.3709,desktop_chrome
TXN001104,U00010,2024-04-17T19:24:00,173.52,Target,Retail,Miami,25.8018,-80.2065,desktop_chrome
TXN000772,U00004,2024-04-17T21:41:00,106.62,Airbnb,Travel,Los Angeles,34.0971,-118.263,tablet_ios
TXN001460,U00021,2024-04-17T23:49:00,99.91,Planet Fitness,Health & Fitness,San Antonio,29.4383,-98.547,desktop_safari
TXN001782,U00021,2024-04-18T08:09:00,67.85,Amazon,E-commerce,San Antonio,29.3066,-98.5748,desktop_safari
TXN001351,U00028,2024-04-18T09:36:00,16.8,Airbnb,Travel,Phoenix,33.352,-112.1763,mobile_android
TXN000509,U00069,2024-04-18T12:34:00,205.94,Delta Airlines,Travel,Phoenix,33.5235,-112.0594,tablet_ios
TXN001660,U00058,2024-04-19T13:06:00,270.07,Shell,Gas Station,San Antonio,29.3967,-98.5104,desktop_safari
TXN001078,U00068,2024-04-19T14:11:00,148.54,Grubhub,Food Delivery,Boston,42.2378,-70.9384,desktop_safari
TXN000711,U00069,2024-04-19T15:16:00,209.35,Shell,Gas Station,Phoenix,33.3876,-112.0519,tablet_ios
TXN001529,U00020,2024-04-19T15:53:00,116.23,Uber,Transportation,New York,40.6717,-73.8832,mobile_android
TXN000377,U00029,2024-04-19T16:21:00,275.79,DoorDash,Food Delivery,Seattle,47.5443,-122.197,desktop_safari
TXN001600,U00020,2024-04-20T08:25:00,108.16,McDonald's,Food & Beverage,New York,40.5718,-74.0068,mobile_android
TXN001814,U00027,2024-04-20T12:48:00,164.7,Starbucks,Food & Beverage,San Diego,32.624,-117.1532,mobile_ios
TXN000448,U00008,2024-04-20T14:30:00,212.81,Steam Games,Entertainment,Boston,42.239,-70.9855,desktop_chrome
TXN001845,U00023,2024-04-20T15:35:00,104.63,Uber,Transportation,San Antonio,29.4301,-98.5775,desktop_safari
TXN000113,U00031,2024-04-20T17:03:00,24.85,DoorDash,Food Delivery,New York,40.6472,-73.9767,tablet_ios
TXN001776,U00063,2024-04-20T19:56:00,4.7,Spotify,Entertainment,Phoenix,33.3284,-112.0729,mobile_ios
TXN000554,U00039,2024-04-20T22:19:00,182.49,Best Buy,Electronics,New York,40.5965,-73.9205,mobile_android
TXN000147,U00001,2024-04-21T08:02:00,1.0,Delta Airlines,Travel,Seattle,47.5596,-122.463,mobile_android
TXN000638,U00053,2024-04-21T10:22:00,149.78,Amazon,E-commerce,Houston,29.6821,-95.2201,desktop_chrome
TXN001352,U00046,2024-04-21T19:57:00,80.2,Spotify,Entertainment,Seattle,47.5399,-122.251,desktop_safari
TXN001865,U00025,2024-04-21T20:04:00,139.4,Best Buy,Electronics,Paris,48.8931,2.3345,mobile_ios
TXN000170,U00002,2024-04-21T22:29:00,9.27,Netflix,Entertainment,New York,40.5809,-73.9647,desktop_chrome
TXN001691,U00051,2024-04-22T07:02:00,147.87,Amazon,E-commerce,San Antonio,29.2777,-98.6037,desktop_safari
TXN001253,U00013,2024-04-22T09:56:00,142.56,Shell,Gas Station,Dallas,32.7526,-96.8128,desktop_chrome
TXN000387,U00069,2024-04-22T10:47:00,212.09,Amazon,E-commerce,Phoenix,33.5374,-111.9692,tablet_ios
TXN001928,U00064,2024-04-22T11:51:00,94.37,Amazon,E-commerce,San Francisco,37.7119,-122.2868,desktop_chrome
TXN001139,U00013,2024-04-22T14:31:00,260.55,CVS Pharmacy,Healthcare,Dallas,32.678,-96.8859,desktop_chrome
TXN000952,U00038,2024-04-22T21:43:00,64.58,Spotify,Entertainment,New York,40.607,-74.071,tablet_ios
TXN001894,U00076,2024-04-23T13:21:00,105.93,Starbucks,Food & Beverage,Chicago,41.9105,-87.5739,desktop_safari
TXN002076,U00052,2024-04-23T21:00:00,2618.5,Offshore Trading Ltd,Finance,Tokyo,35.67,139.6527,unknown_device
TXN000737,U00074,2024-04-24T06:01:00,98.74,Airbnb,Travel,Los Angeles,34.0963,-118.2057,tablet_ios
TXN000669,U00060,2024-04-24T06:50:00,71.58,Best Buy,Electronics,New York,40.609,-74.0659,desktop_chrome
TXN001374,U00027,2024-04-24T10:17:00,7.47,Uber,Transportation,San Diego,32.7991,-117.0743,mobile_ios
TXN001207,U00006,2024-04-24T12:24:00,209.89,Venmo,Transfer,Tokyo,35.7199,139.6913,desktop_safari
TXN000314,U00002,2024-04-24T14:38:00,48.93,Netflix,Entertainment,New York,40.7766,-73.9432,mobile_ios
TXN001875,U00024,2024-04-24T17:20:00,1434.74,Spotify,Entertainment,Miami,25.6595,-80.0442,mobile_ios
TXN001474,U00071,2024-04-24T20:17:00,242.3,McDonald's,Food & Beverage,Boston,42.4611,-71.0708,desktop_safari
TXN001344,U00029,2024-04-25T06:45:00,285.65,DoorDash,Food Delivery,Seattle,47.5225,-122.2987,desktop_safari
TXN000955,U00027,2024-04-25T07:59:00,103.38,Grubhub,Food Delivery,San Diego,32.8227,-117.0929,mobile_ios
TXN001639,U00078,2024-04-25T10:30:00,244.02,Marriott Hotels,Travel,Boston,42.4949,-71.056,mobile_android
TXN001441,U00080,2024-04-25T10:34:00,346.82,Marriott Hotels,Travel,Houston,29.7376,-95.4591,mobile_ios
TXN001123,U00056,2024-04-25T11:05:00,312.22,Grubhub,Food Delivery,New York,40.78,-73.9123,desktop_safari
TXN001306,U00053,2024-04-25T12:17:00,117.1,Marriott Hotels,Travel,Houston,29.6635,-95.4313,desktop_safari
TXN000130,U00068,2024-04-25T13:03:00,145.41,Grubhub,Food Delivery,Boston,42.3341,-70.9937,desktop_chrome
TXN001613,U00014,2024-04-25T20:09:00,49.03,Netflix,Entertainment,Austin,30.3321,-97.6251,mobile_ios
TXN000214,U00036,2024-04-25T23:18:00,148.23,Uber,Transportation,Philadelphia,40.0368,-75.1455,mobile_android
TXN000499,U00016,2024-04-26T06:40:00,117.51,Marriott Hotels,Travel,Austin,30.2319,-97.8017,desktop_chrome
TXN001557,U00025,2024-04-26T11:02:00,119.22,Best Buy,Electronics,Denver,39.6951,-105.0008,desktop_safari
TXN000876,U00030,2024-04-26T12:30:00,143.3,Spotify,Entertainment,Phoenix,33.4531,-111.9882,desktop_chrome
TXN001378,U00032,2024-04-26T20:11:00,234.73,DoorDash,Food Delivery,Austin,30.411,-97.8134,desktop_chrome
TXN000653,U00034,2024-04-26T21:23:00,209.74,Shell,Gas Station,San Francisco,37.8558,-122.5552,mobile_android
TXN000248,U00015,2024-04-26T22:00:00,181.08,DoorDash,Food Delivery,Los Angeles,34.1598,-118.39,mobile_android
TXN001144,U00038,2024-04-26T22:32:00,55.43,Planet Fitness,Health & Fitness,New York,40.7893,-73.9234,desktop_chrome
TXN000296,U00076,2024-04-26T23:03:00,71.77,Grubhub,Food Delivery,Chicago,41.9736,-87.6542,mobile_ios
TXN000634,U00071,2024-04-27T08:26:00,219.66,McDonald's,Food & Beverage,Boston,42.3569,-70.9102,desktop_safari
TXN000629,U00042,2024-04-27T09:20:00,145.2,Best Buy,Electronics,San Diego,32.5951,-117.0898,mobile_android
TXN000750,U00007,2024-04-27T11:02:00,190.3,Netflix,Entertainment,Austin,30.1953,-97.6813,tablet_ios
TXN000177,U00006,2024-04-27T12:57:00,260.41,Steam Games,Entertainment,Los Angeles,33.9835,-118.1165,desktop_safari
TXN001723,U00005,2024-04-27T14:25:00,161.93,Netflix,Entertainment,Austin,30.1185,-97.8243,tablet_ios
TXN000413,U00009,2024-04-27T18:24:00,17.22,DoorDash,Food Delivery,San Diego,32.5983,-117.2504,desktop_chrome
TXN001872,U00044,2024-04-27T20:47:00,119.35,Delta Airlines,Travel,Miami,25.7595,-80.131,mobile_ios
TXN001787,U00007,2024-04-27T23:54:00,206.76,Planet Fitness,Health & Fitness,Austin,30.2852,-97.7747,mobile_ios
TXN001287,U00001,2024-04-28T12:05:00,1.0,DoorDash,Food Delivery,Seattle,47.4992,-122.3395,mobile_android
TXN000522,U00079,2024-04-28T13:14:00,57.48,DoorDash,Food Delivery,Los Angeles,34.01,-118.1873,mobile_android
TXN001655,U00031,2024-04-28T13:39:00,42.65,Starbucks,Food & Beverage,New York,40.734,-74.076,tablet_ios
TXN001237,U00013,2024-04-28T15:31:00,309.75,Spotify,Entertainment,Dallas,32.6412,-96.7917,desktop_chrome
TXN001824,U00029,2024-04-28T18:33:00,228.67,DoorDash,Food Delivery,Seattle,47.5591,-122.4742,mobile_ios
TXN000651,U00003,2024-04-28T22:41:00,228.89,Uber,Transportation,San Francisco,37.7484,-122.4666,desktop_safari
TXN000909,U00002,2024-04-29T06:39:00,44.68,DoorDash,Food Delivery,New York,40.6555,-73.9346,tablet_ios
TXN000468,U00002,2024-04-29T08:09:00,47.51,DoorDash,Food Delivery,New York,40.7109,-74.0534,mobile_ios
TXN000706,U00032,2024-04-30T15:37:00,225.87,DoorDash,Food Delivery,Austin,30.3903,-97.8734,desktop_chrome
TXN001324,U00023,2024-04-30T17:23:00,125.82,Starbucks,Food & Beverage,San Antonio,29.4245,-98.6431,desktop_safari
TXN001350,U00063,2024-04-30T18:58:00,70.95,Marriott Hotels,Travel,Phoenix,33.4119,-111.9394,mobile_ios
TXN000155,U00042,2024-05-01T15:56:00,151.12,Best Buy,Electronics,San Diego,32.8614,-117.1547,mobile_ios
TXN001867,U00007,2024-05-01T20:13:00,226.88,Delta Airlines,Travel,Austin,30.1922,-97.8626,tablet_ios
TXN001828,U00044,2024-05-01T21:59:00,181.1,Netflix,Entertainment,Miami,25.7403,-80.0519,mobile_ios
TXN001864,U00055,2024-05-01T22:42:00,120.93,McDonald's,Food & Beverage,San Diego,32.6054,-117.1624,desktop_safari
TXN000854,U00008,2024-05-01T22:52:00,268.23,DoorDash,Food Delivery,Boston,42.4677,-71.0823,desktop_chrome
TXN001731,U00001,2024-05-02T08:49:00,37.34,Target,Retail,Seattle,47.7457,-122.4481,mobile_android
TXN000623,U00053,2024-05-02T11:39:00,210.6,Target,Retail,Houston,29.7893,-95.3046,desktop_chrome
TXN001065,U00050,2024-05-02T12:39:00,244.83,Spotify,Entertainment,Denver,39.8766,-104.9702,mobile_android
TXN001455,U00016,2024-05-02T17:37:00,205.55,Marriott Hotels,Travel,Austin,30.33,-97.712,desktop_chrome
TXN001724,U00058,2024-05-02T18:00:00,260.95,Marriott Hotels,Travel,San Antonio,29.2884,-98.6208,mobile_android
TXN001750,U00066,2024-05-02T19:00:00,187.92,Apple Store,Electronics,San Diego,32.7226,-117.2291,desktop_chrome
TXN000318,U00067,2024-05-03T07:51:00,205.81,Netflix,Entertainment,Seattle,47.5774,-122.3862,desktop_chrome
TXN001360,U00057,2024-05-03T11:29:00,249.04,Best Buy,Electronics,Miami,25.8041,-80.1007,tablet_ios
TXN000158,U00061,2024-05-03T13:19:00,105.8,Amazon,E-commerce,Los Angeles,34.1439,-118.1193,desktop_chrome
TXN001765,U00014,2024-05-03T15:16:00,12.12,Netflix,Entertainment,Austin,30.3445,-97.6926,mobile_ios
TXN001621,U00044,2024-05-03T21:02:00,131.82,Netflix,Entertainment,Miami,25.7046,-80.1087,mobile_ios
TXN000238,U00015,2024-05-03T21:40:00,237.45,Delta Airlines,Travel,Los Angeles,33.9235,-118.1271,mobile_android
TXN001640,U00021,2024-05-03T22:18:00,26.13,Amazon,E-commerce,San Antonio,29.506,-98.5138,desktop_safari
TXN001189,U00074,2024-05-03T22:59:00,115.56,Airbnb,Travel,Los Angeles,34.0522,-118.2739,tablet_ios
TXN001289,U00016,2024-05-03T23:25:00,103.59,Grubhub,Food Delivery,Austin,30.3494,-97.6812,desktop_chrome
TXN000475,U00051,2024-05-04T06:02:00,208.77,Planet Fitness,Health & Fitness,San Antonio,29.4806,-98.5971,mobile_android
TXN000409,U00003,2024-05-04T07:08:00,106.42,Starbucks,Food & Beverage,San Francisco,37.8026,-122.529,desktop_safari
TXN001544,U00014,2024-05-04T08:11:00,5.22,Walmart,Retail,Austin,30.1367,-97.7215,mobile_ios
TXN001665,U00073,2024-05-04T08:28:00,289.33,Amazon,E-commerce,San Diego,32.8057,-117.1944,desktop_safari
TXN001871,U00070,2024-05-04T09:54:00,165.6,Spotify,Entertainment,San Diego,32.6189,-117.1066,mobile_android
TXN001314,U00061,2024-05-04T14:46:00,109.03,Starbucks,Food & Beverage,Los Angeles,34.0825,-118.2489,desktop_safari
TXN001226,U00038,2024-05-04T16:15:00,45.11,DoorDash,Food Delivery,New York,40.7931,-74.0474,desktop_safari
TXN001248,U00002,2024-05-05T10:37:00,8.86,Airbnb,Travel,New York,40.8244,-74.0899,tablet_ios
TXN001468,U00029,2024-05-05T13:28:00,261.01,McDonald's,Food & Beverage,Seattle,47.6997,-122.4385,mobile_android
TXN000916,U00026,2024-05-05T19:11:00,187.43,Planet Fitness,Health & Fitness,San Francisco,37.7158,-122.3965,desktop_chrome
